,study ID,vaccine,dose,VE,LCL,UCL,days_since_first_dose,population_category,outcome_category,variant_sequenced,time_sup,time_inf
339,59,Pfizer,1,67.0,40,84.0,17,pregnant persons,infection,,20,14
340,59,Pfizer,final,96.0,89,100.0,31,pregnant persons,infection,,56,7
341,59,Pfizer,1,71.0,33,94.0,24,pregnant persons,infection,,27,21
342,59,Pfizer,1,66.0,32,86.0,17,pregnant persons,symptomatic,,20,14
343,59,Pfizer,final,97.0,91,100.0,31,pregnant persons,symptomatic,,56,7
344,59,Pfizer,1,76.0,30,100.0,24,pregnant persons,symptomatic,,27,21
345,59,Pfizer,final,89.0,43,100.0,31,pregnant persons,severe,,56,7
346,60,Pfizer,final,79.0,56,92.0,7,HHC of cases,infection,,7,7
347,61,Pfizer,1,85.0,84.2,85.8,0,general pop,infection,,0,0
348,61,Pfizer,final,97.1,96.6,97.5,7,general pop,infection,,7,7
349,61,Pfizer,1,84.0,82.7,85.1,0,general pop,infection,,0,0
350,61,Pfizer,final,96.2,95.5,96.9,7,general pop,infection,,7,7
351,61,Moderna,1,85.7,84.6,86.8,0,general pop,infection,,0,0
352,61,Moderna,final,98.2,97.5,98.6,7,general pop,infection,,7,7
353,62,Pfizer,1,47.5,41.6,52.8,21,general pop,symptomatic,alpha,21,21
354,62,Pfizer,final,93.7,91.6,95.3,14,general pop,symptomatic,alpha,14,14
355,62,AZD1222 (AstraZeneca),1,48.7,45.2,51.9,21,general pop,symptomatic,alpha,21,21
356,62,AZD1222 (AstraZeneca),final,74.5,68.4,79.4,14,general pop,symptomatic,alpha,14,14
357,62,Pfizer,1,35.6,22.7,46.4,21,general pop,symptomatic,delta,21,21
358,62,Pfizer,final,88.0,85.3,90.1,14,general pop,symptomatic,delta,14,14
359,62,AZD1222 (AstraZeneca),1,30.0,24.3,35.3,21,general pop,symptomatic,delta,21,21
360,62,AZD1222 (AstraZeneca),final,67.0,61.3,71.8,14,general pop,symptomatic,delta,14,14
361,63,Pfizer,1,75.0,55,87.0,28,general pop,symptomatic,,28,28
362,63,Pfizer,final,91.0,83,95.0,14,general pop,symptomatic,,14,14
363,64,AZD1222 (AstraZeneca),1,33.4,26.4,39.7,28,> 60 years,symptomatic,,28,28
364,64,AZD1222 (AstraZeneca),final,77.9,69.2,84.2,14,> 60 years,symptomatic,,14,14
365,64,AZD1222 (AstraZeneca),1,55.1,46.6,62.2,28,> 60 years,severe,,28,28
366,64,AZD1222 (AstraZeneca),final,87.6,78.2,92.9,14,> 60 years,severe,,14,14
367,64,AZD1222 (AstraZeneca),1,61.8,48.9,71.4,28,> 60 years,death,,28,28
368,64,AZD1222 (AstraZeneca),final,93.6,81.9,97.7,14,> 60 years,death,,14,14
369,65,Pfizer,1,70.3,68.1,72.4,14,HCW,infection,,14,14
370,65,Pfizer,final,85.5,80.4,89.3,7,HCW,infection,,7,7
371,65,Pfizer,1,72.8,70.5,74.9,14,HCW,symptomatic,,14,14
372,65,Pfizer,final,92.2,87.8,95.1,7,HCW,symptomatic,,7,7
373,65,Moderna,1,68.7,59.5,75.9,14,HCW,infection,,14,14
374,65,Moderna,final,84.1,34.9,96.1,7,HCW,infection,,7,7
375,65,Moderna,1,80.9,74.3,85.8,14,HCW,symptomatic,,14,14
376,65,Pfizer,1,97.2,92.3,99.0,14,HCW,severe,,14,14
377,65,Pfizer,1,60.0,53.6,65.5,14,HCW,infection,alpha,14,14
378,65,Pfizer,final,92.6,87.1,95.8,7,HCW,infection,alpha,7,7
379,65,Pfizer,1,77.0,72.6,80.7,14,HCW,infection,non-VOC,14,14
380,65,Pfizer,final,86.5,56.8,95.8,7,HCW,infection,non-VOC,7,7
381,66,Pfizer,1,61.0,39,75.0,14,≥ 65 years,symptomatic,,14,14
382,66,Pfizer,final,87.0,74,93.0,14,≥ 65 years,symptomatic,,14,14
383,66,AZD1222 (AstraZeneca),1,68.0,39,83.0,14,≥ 65 years,symptomatic,,14,14
384,67,Pfizer,1,42.0,31,52.0,28,> 80 years,infection,,28,28
385,67,Pfizer,final,77.0,56,88.0,14,> 80 years,infection,,14,14
386,67,Pfizer,1,90.0,83,94.0,14,> 80 years,infection,,14,14
387,67,Pfizer,final,53.0,48,58.0,28,65-79 years,infection,,28,28
388,67,Pfizer,final,77.0,66,85.0,14,65-79 years,infection,,14,14
389,67,Pfizer,final,89.0,86,92.0,14,65-79 years,infection,,14,14
390,67,Pfizer,1,51.0,47,55.0,28,50-64 years,infection,,28,28
391,67,Pfizer,final,88.0,67,96.0,14,50-64 years,infection,,14,14
392,67,Pfizer,final,92.0,91,94.0,14,50-64 years,infection,,14,14
393,67,AZD1222 (AstraZeneca),1,42.0,29,53.0,28,> 80 years,infection,,28,28
394,67,AZD1222 (AstraZeneca),final,96.0,68,99.0,14,> 80 years,infection,,14,14
395,67,AZD1222 (AstraZeneca),final,82.0,68,89.0,14,> 80 years,infection,,14,14
396,67,AZD1222 (AstraZeneca),1,52.0,46,56.0,28,65-79 years,infection,,28,28
397,67,AZD1222 (AstraZeneca),final,73.0,25,90.0,14,65-79 years,infection,,14,14
398,67,AZD1222 (AstraZeneca),final,74.0,69,79.0,14,65-79 years,infection,,14,14
399,67,AZD1222 (AstraZeneca),1,42.0,39,46.0,28,50-64 years,infection,,28,28
400,67,AZD1222 (AstraZeneca),final,55.0,34,69.0,14,50-64 years,infection,,14,14
401,67,AZD1222 (AstraZeneca),final,77.0,74,79.0,14,50-64 years,infection,,14,14
402,68,AZD1222 (AstraZeneca) & any mRNA - heterologous,1,39.0,23,52.0,17,general pop,infection,,20,14
403,68,AZD1222 (AstraZeneca) & any mRNA - heterologous,final,88.0,83,92.0,14,general pop,infection,,14,14
404,68,AZD1222 (AstraZeneca) & any mRNA - heterologous,1,-47.0,-208,30.0,105,general pop,infection,,105,105
405,68,AZD1222 (AstraZeneca) & any mRNA - heterologous,1,93.0,80,98.0,14,general pop,severe,,14,14
406,69,Pfizer,1,91.4,65.1,97.9,14,HCW,infection,,14,14
407,69,Pfizer,final,94.5,89.4,97.2,7,HCW,infection,,7,7
408,69,AZD1222 (AstraZeneca),1,75.4,67.2,81.6,28,HCW,infection,,28,28
409,70,Pfizer,1,55.0,13,76.0,28,LTCF residents,infection,beta,28,28
410,70,Pfizer,final,49.0,14,69.0,7,LTCF residents,infection,beta,7,7
411,70,Pfizer,1,86.0,32,97.0,28,LTCF residents,severe,beta,28,28
412,70,Pfizer,final,86.0,67,94.0,7,LTCF residents,severe,beta,7,7
413,71,AZD1222 (AstraZeneca),1,2.0,-11,14.0,14,HHC of cases,infection,,14,14
414,71,AZD1222 (AstraZeneca),final,87.0,77,93.0,7,HHC of cases,infection,,7,7
415,71,Pfizer,1,-18.0,-43,2.0,14,HHC of cases,infection,,14,14
416,71,Pfizer,final,65.0,60,70.0,7,HHC of cases,infection,,7,7
417,71,Moderna,1,33.0,-27,64.0,14,HHC of cases,infection,,14,14
418,71,Moderna,final,91.0,79,97.0,7,HHC of cases,infection,,7,7
419,71,Janssen,final,12.0,-71,54.0,14,HHC of cases,infection,,14,14
420,72,Pfizer,1,16.0,-20,42.0,4,general pop,infection,,7,1
421,72,Pfizer,final,76.0,69,81.0,14,general pop,infection,,14,14
422,72,Pfizer,1,75.0,-30,97.4,4,general pop,severe,,7,1
423,72,Pfizer,final,85.0,73,93.0,14,general pop,severe,,14,14
424,72,Pfizer,1,100.0,-430,100.0,4,general pop,severe,,7,1
425,72,Pfizer,final,87.0,46,98.6,14,general pop,severe,,14,14
426,72,Moderna,1,-10.0,-50,24.0,4,general pop,infection,,7,1
427,72,Moderna,final,86.0,81,90.6,14,general pop,infection,,14,14
428,72,Moderna,1,25.0,-150,79.0,4,general pop,severe,,7,1
429,72,Moderna,final,91.6,81,97.0,14,general pop,severe,,14,14
430,72,Moderna,1,100.0,-430,100.0,4,general pop,severe,,7,1
431,72,Moderna,final,93.3,57,99.8,14,general pop,severe,,14,14
432,73,Pfizer,final,46.6,0,73.7,14,transplant patients,infection,,14,14
433,73,Pfizer,final,66.0,21.3,85.3,42,transplant patients,infection,,42,42
434,73,Pfizer,final,73.9,33,89.9,56,transplant patients,infection,,56,56
435,73,Pfizer,final,72.3,0,90.9,14,transplant patients,severe,,14,14
436,73,Pfizer,final,85.0,35.7,96.5,42,transplant patients,severe,,42,42
437,73,Pfizer,final,83.8,31.3,96.2,56,transplant patients,severe,,56,56
438,74,Pfizer,1,42.8,18.2,60.1,14,general pop,infection,delta,14,14
439,74,Pfizer,final,50.6,45.4,55.3,14,general pop,infection,delta,14,14
440,74,Moderna,1,73.2,57.3,83.2,14,general pop,infection,delta,14,14
441,74,Moderna,final,72.0,66.1,76.9,14,general pop,infection,delta,14,14
442,74,Pfizer,1,84.5,-25.2,98.1,14,general pop,severe,delta,14,14
443,74,Pfizer,final,94.1,85.9,97.6,14,general pop,severe,delta,14,14
444,74,Moderna,1,87.5,23.4,95.8,14,general pop,severe,delta,14,14
445,74,Moderna,final,96.1,71.4,99.5,14,general pop,severe,delta,14,14
446,74,Pfizer,1,56.2,30.6,72.4,14,general pop,symptomatic,delta,14,14
447,74,Pfizer,final,44.4,37,50.9,14,general pop,symptomatic,delta,14,14
448,74,Moderna,1,82.5,65.2,91.2,14,general pop,symptomatic,delta,14,14
449,74,Moderna,final,73.9,65.9,79.9,14,general pop,symptomatic,delta,14,14
450,74,Pfizer,1,46.7,-56.2,81.8,14,general pop,asymptomatic,delta,14,14
451,74,Pfizer,final,46.0,32.3,56.9,14,general pop,asymptomatic,delta,14,14
452,74,Moderna,1,61.8,-9.6,86.7,14,general pop,asymptomatic,delta,14,14
453,74,Moderna,final,53.6,33.4,67.6,14,general pop,asymptomatic,delta,14,14
454,74,Pfizer,1,18.9,-1.8,35.4,14,general pop,infection,beta,14,14
455,74,Pfizer,final,74.3,70.3,77.7,14,general pop,infection,beta,14,14
456,74,Moderna,1,66.3,55.8,74.2,14,general pop,infection,beta,14,14
457,74,Moderna,final,80.8,69,88.2,14,general pop,infection,beta,14,14
458,74,Pfizer,1,74.8,-7.6,94.1,14,general pop,severe,beta,14,14
459,74,Pfizer,final,92.7,81.5,97.1,14,general pop,severe,beta,14,14
460,74,Moderna,1,72.5,7.7,91.8,14,general pop,severe,beta,14,14
461,74,Moderna,final,100.0,,,14,general pop,severe,beta,14,14
462,75,Pfizer,final,74.2,69,78.7,14,SNF residents,infection,,14,14
463,75,Moderna,final,74.7,66.2,81.1,14,SNF residents,infection,,14,14
464,75,Pfizer,final,66.5,58.3,73.1,14,SNF residents,infection,,14,14
465,75,Moderna,final,70.4,60.1,78.0,14,SNF residents,infection,,14,14
466,75,Pfizer,final,52.4,48,56.4,14,SNF residents,infection,,14,14
467,75,Moderna,final,50.6,45,55.7,14,SNF residents,infection,,14,14
468,76,Pfizer,1,74.0,64,82.0,14,incarcerated persons,infection,,14,14
469,76,Pfizer,final,97.0,88,99.0,14,incarcerated persons,infection,,14,14
470,76,Pfizer,1,74.0,62,82.0,14,"incarcerated persons, moderate/high risk for severe disease",infection,,14,14
471,76,Pfizer,final,92.0,74,98.0,14,"incarcerated persons, moderate/high risk for severe disease",infection,,14,14
472,76,Moderna,1,71.0,58,80.0,14,incarcerated persons,infection,,14,14
473,76,Moderna,final,96.0,67,99.0,14,incarcerated persons,infection,,14,14
474,77,Pfizer,final,81.0,77,84.0,14,general pop,severe,,14,14
475,77,Pfizer,final,85.0,82,88.0,67,general pop,severe,,120,14
476,77,Pfizer,final,64.0,51,73.0,120,general pop,severe,,120,120
477,77,Moderna,final,89.0,86,92.0,14,general pop,severe,,14,14
478,77,Moderna,final,91.0,87,93.0,67,general pop,severe,,120,14
479,77,Moderna,final,85.0,77,91.0,120,general pop,severe,,120,120
480,77,Pfizer,final,90.0,87,91.0,14,immuncompetent,severe,,14,14
481,77,Pfizer,final,51.0,31,65.0,14,"immunocompromised, ≥ 16 years",severe,,14,14
482,77,Pfizer,final,90.0,84,94.0,14,general pop,severe,alpha,14,14
483,77,Pfizer,final,86.0,79,90.0,14,general pop,severe,delta,14,14
484,78,Pfizer,1,59.0,52,95.0,21,general pop,infection,,21,21
485,78,Pfizer,1,70.0,65,74.0,21,general pop,infection,,21,21
486,78,Pfizer,final,78.0,68,84.0,14,general pop,infection,,14,14
487,78,Pfizer,final,94.0,94,96.0,14,general pop,infection,,14,14
488,78,AZD1222 (AstraZeneca),1,63.0,55,69.0,21,general pop,infection,,21,21
489,78,AZD1222 (AstraZeneca),1,74.0,69,79.0,21,general pop,infection,,21,21
490,78,AZD1222 (AstraZeneca),final,79.0,56,90.0,14,general pop,infection,,14,14
491,78,AZD1222 (AstraZeneca),final,86.0,71,93.0,14,general pop,infection,,14,14
492,78,Pfizer,1,57.0,50,63.0,21,general pop,infection,,21,21
493,78,Pfizer,1,62.0,56,68.0,21,general pop,infection,,21,21
494,78,Pfizer,final,80.0,77,83.0,14,general pop,infection,,14,14
495,78,Pfizer,final,84.0,82,86.0,14,general pop,infection,,14,14
496,78,AZD1222 (AstraZeneca),1,46.0,35,55.0,21,general pop,infection,,21,21
497,78,AZD1222 (AstraZeneca),1,50.0,41,59.0,21,general pop,infection,,21,21
498,78,AZD1222 (AstraZeneca),final,67.0,62,71.0,14,general pop,infection,,14,14
499,78,AZD1222 (AstraZeneca),final,70.0,65,73.0,14,general pop,infection,,14,14
500,79,Pfizer,final,91.0,56,99.0,14,surgery patients,infection,,14,14
501,80,Pfizer,1,58.0,54,61.0,14,general pop,infection,,14,14
502,80,Pfizer,final,73.0,72,74.0,7,general pop,infection,,7,7
503,80,Pfizer,final,88.0,86,89.0,21,general pop,infection,,36,7
504,80,Pfizer,final,47.0,43,51.0,157,general pop,infection,,157,157
505,80,Pfizer,1,54.0,43,63.0,14,general pop,severe,,14,14
506,80,Pfizer,final,90.0,89,92.0,7,general pop,severe,,7,7
507,80,Pfizer,final,87.0,82,91.0,21,general pop,severe,,36,7
508,80,Pfizer,final,88.0,82,92.0,157,general pop,severe,,157,157
509,80,Pfizer,1,74.0,55,85.0,14,general pop,infection,delta,14,14
510,80,Pfizer,final,75.0,71,78.0,7,general pop,infection,delta,7,7
511,80,Pfizer,final,93.0,85,97.0,21,general pop,infection,delta,36,7
512,80,Pfizer,final,53.0,39,65.0,127,general pop,infection,delta,127,127
513,80,Pfizer,1,79.0,-49,97.0,14,general pop,severe,delta,14,14
514,80,Pfizer,final,93.0,84,96.0,7,general pop,severe,delta,7,7
515,80,Pfizer,1,74.0,64,81.0,14,general pop,infection,non-delta,14,14
516,80,Pfizer,final,91.0,88,92.0,7,general pop,infection,non-delta,7,7
517,80,Pfizer,final,97.0,95,99.0,21,general pop,infection,non-delta,36,7
518,80,Pfizer,final,67.0,45,80.0,127,general pop,infection,non-delta,127,127
519,80,Pfizer,1,75.0,21,92.0,14,general pop,severe,non-delta,14,14
520,80,Pfizer,final,95.0,90,98.0,7,general pop,severe,non-delta,7,7
521,81,Pfizer,final,55.0,50,60.0,185,16-39 years,infection,,203,168
522,81,Pfizer,final,80.0,75,84.0,76,16-39 years,infection,,98,55
523,81,Pfizer,final,57.0,53,61.0,185,40-59 years,infection,,203,168
524,81,Pfizer,final,83.0,75,88.0,76,40-59 years,infection,,98,55
525,81,Pfizer,final,57.0,52,62.0,185,≥ 60 years,infection,,203,168
526,81,Pfizer,final,82.0,70,89.0,76,≥ 60 years,infection,,98,55
527,81,Pfizer,final,98.0,94,99.0,185,40-59 years,severe,,203,168
528,81,Pfizer,final,93.0,86,97.0,185,≥ 60 years,severe,,203,168
529,81,Pfizer,final,92.0,87,95.0,134,40-59 years,severe,,159,109
530,81,Pfizer,final,85.0,81,88.0,134,≥ 60 years,severe,,159,109
531,82,Pfizer,1,36.8,33.2,40.2,14,general pop,infection,,14,14
532,82,Pfizer,final,73.2,71.3,75.0,45,general pop,infection,,63,28
533,82,Pfizer,final,22.3,-1.7,40.7,175,general pop,infection,,175,175
534,82,Pfizer,1,47.9,43.6,51.9,14,general pop,symptomatic,,14,14
535,82,Pfizer,final,72.5,69.6,75.1,45,general pop,symptomatic,,63,28
536,82,Pfizer,final,27.8,-1.4,48.7,175,general pop,symptomatic,,175,175
537,82,Pfizer,1,22.2,12.1,31.2,14,general pop,asymptomatic,,14,14
538,82,Pfizer,final,66.9,61.9,71.3,45,general pop,asymptomatic,,63,28
539,82,Pfizer,final,-33.3,-181.8,36.9,175,general pop,asymptomatic,,175,175
540,82,Pfizer,1,66.1,56.8,73.5,14,general pop,severe,,14,14
541,82,Pfizer,final,96.8,93.9,98.3,45,general pop,severe,,63,28
542,82,Pfizer,final,55.6,-44.3,86.3,175,general pop,severe,,175,175
543,82,Pfizer,1,47.9,15.5,67.9,14,general pop,infection,alpha,14,14
544,82,Pfizer,final,88.6,79.2,93.7,45,general pop,infection,alpha,63,28
545,82,Pfizer,final,80.0,-71.2,97.7,147,general pop,infection,alpha,147,147
546,82,Pfizer,1,25.8,-2,46.1,14,general pop,infection,beta,14,14
547,82,Pfizer,final,63.9,52.6,72.5,45,general pop,infection,beta,63,28
548,82,Pfizer,final,40.0,-151.1,85.7,147,general pop,infection,beta,147,147
549,82,Pfizer,1,63.4,42.6,76.6,14,general pop,infection,delta,14,14
550,82,Pfizer,final,73.3,63.6,80.4,45,general pop,infection,delta,63,28
551,82,Pfizer,final,17.9,-12.9,40.3,147,general pop,infection,delta,147,147
552,83,Pfizer,1,78.0,61,87.0,28,65-79 years,severe,,28,28
553,83,Pfizer,final,94.0,88,97.0,14,65-79 years,severe,,14,14
554,83,Pfizer,1,77.0,56,88.0,28,65-79 years,death,,28,28
555,83,Pfizer,final,96.0,92,98.0,14,65-79 years,death,,14,14
556,83,Pfizer,1,55.0,36,69.0,28,≥ 80 years,severe,,28,28
557,83,Pfizer,final,82.0,72,89.0,14,≥ 80 years,severe,,14,14
558,83,Pfizer,1,56.0,35,70.0,28,≥ 80 years,death,,28,28
559,83,Pfizer,final,81.0,74,87.0,14,≥ 80 years,death,,14,14
560,84,Pfizer,final,94.5,82.5,98.2,14,HCW,infection,,14,14
561,84,Pfizer,final,97.0,72,99.7,7,HCW,symptomatic,,7,7
562,85,Pfizer,1,85.5,75.9,91.3,14,HCW and staff,infection,,14,14
563,85,Pfizer,final,84.8,73.2,91.4,14,HCW and staff,infection,,14,14
564,85,Pfizer,1,81.7,62.7,91.0,14,HCW and staff,symptomatic,,14,14
565,85,Pfizer,final,87.1,69.3,94.6,14,HCW and staff,symptomatic,,14,14
566,85,Pfizer,1,87.8,76.5,93.7,14,HCW,infection,,14,14
567,85,Pfizer,final,84.4,69.7,92.0,14,HCW,infection,,14,14
568,85,Pfizer,1,83.1,60,92.9,14,HCW,symptomatic,,14,14
569,85,Pfizer,final,86.5,62.9,95.1,14,HCW,symptomatic,,14,14
570,86,Moderna,final,87.4,85.6,89.1,14,general pop,infection,,14,14
571,86,Moderna,final,72.7,57.6,82.4,14,general pop,asymptomatic,,14,14
572,86,Moderna,final,88.3,86.5,89.9,14,general pop,symptomatic,,14,14
573,86,Moderna,final,95.8,92.5,97.6,14,general pop,severe,,14,14
574,86,Moderna,final,97.9,84.5,99.7,14,general pop,death,,14,14
575,87,Pfizer,final,74.0,65,82.0,14,general pop,infection,,14,14
576,87,Janssen,final,51.0,-2,76.0,14,general pop,infection,,14,14
577,88,Pfizer,1,44.0,-6,71.0,20,surgery patients,asymptomatic,,20,20
578,88,Pfizer,final,91.0,72,98.0,14,surgery patients,asymptomatic,,14,14
579,88,Pfizer,1,46.0,53,83.0,20,surgery patients,asymptomatic,,20,20
580,88,Pfizer,final,71.0,53,83.0,14,surgery patients,asymptomatic,,14,14
581,88,Pfizer,1,63.0,44,76.0,20,surgery patients,asymptomatic,,20,20
582,88,Pfizer,final,63.0,44,76.0,14,surgery patients,asymptomatic,,14,14
583,89,Pfizer,1,80.2,57.5,90.8,14,HCW,infection,,14,14
584,89,Pfizer,final,95.2,80,98.8,14,HCW,infection,,14,14
585,90,Pfizer,1,33.0,18,46.0,14,≥ 50 years,severe,,14,14
586,90,Pfizer,final,87.0,85,90.0,14,≥ 50 years,severe,,14,14
587,90,Pfizer,1,58.0,46,68.0,14,≥ 50 years,symptomatic,,14,14
588,90,Pfizer,final,89.0,85,91.0,14,≥ 50 years,symptomatic,,14,14
589,90,Moderna,1,68.0,59,75.0,14,≥ 50 years,severe,,14,14
590,90,Moderna,final,91.0,89,93.0,14,≥ 50 years,severe,,14,14
591,90,Moderna,1,73.0,64,79.0,14,≥ 50 years,symptomatic,,14,14
592,90,Moderna,final,92.0,89,94.0,14,≥ 50 years,symptomatic,,14,14
593,90,Janssen,final,68.0,50,79.0,14,≥ 50 years,severe,,14,14
594,90,Janssen,final,73.0,59,82.0,14,≥ 50 years,symptomatic,,14,14
595,90,Pfizer,1,56.0,47,64.0,14,≥ 50 years with ≥ 1 chronic respiratory condition,severe,,14,14
596,90,Pfizer,final,90.0,88,92.0,14,≥ 50 years with ≥ 1 chronic respiratory condition,severe,,14,14
597,90,Pfizer,1,54.0,45,61.0,14,≥ 50 years with ≥ 1 chronic non-respiratory condition,severe,,14,14
598,90,Pfizer,final,88.0,86,90.0,14,≥ 50 years with ≥ 1 chronic non-respiratory condition,severe,,14,14
599,90,Pfizer,final,88.0,84,92.0,20,≥ 50 years,severe,,27,14
600,90,Pfizer,final,86.0,74,93.0,112,≥ 50 years,severe,,112,112
601,90,Pfizer,final,92.0,88,95.0,20,≥ 50 years,symptomatic,,27,14
602,90,Pfizer,final,86.0,74,93.0,112,≥ 50 years,symptomatic,,112,112
603,91,Pfizer,1,71.0,33,94.0,24,pregnant persons,infection,,27,21
604,91,Pfizer,final,96.0,89,100.0,31,pregnant persons,infection,,56,7
605,91,Pfizer,1,76.0,30,100.0,24,pregnant persons,symptomatic,,27,21
606,91,Pfizer,final,97.0,91,100.0,31,pregnant persons,symptomatic,,56,7
607,91,Pfizer,final,89.0,43,100.0,31,pregnant persons,severe,,56,7
608,92,Pfizer,final,80.0,73,85.0,14,general pop,severe,,14,14
609,92,Pfizer,final,77.0,74,80.0,14,general pop,symptomatic,,14,14
610,92,Moderna,final,95.0,92,97.0,14,general pop,severe,,14,14
611,92,Moderna,final,92.0,89,93.0,14,general pop,symptomatic,,14,14
612,92,Janssen,final,60.0,31,77.0,14,general pop,severe,,14,14
613,92,Janssen,final,65.0,56,72.0,14,general pop,symptomatic,,14,14
614,93,Janssen,final,76.0,75,77.0,14,general pop,infection,,14,14
615,93,Janssen,final,81.0,78,82.0,14,general pop,severe,,14,14
616,93,Janssen,final,64.0,59,68.0,14,immunocompromised adults,infection,,14,14
617,93,Janssen,final,67.0,57,74.0,14,immunocompromised adults,severe,,14,14
618,93,Janssen,final,74.0,71,77.0,14,general pop,infection,,14,14
619,93,Janssen,final,81.0,75,86.0,14,general pop,severe,,14,14
620,94,Pfizer,final,86.1,76.5,91.8,104,hospitalized veterans,severe,,104,104
621,94,Pfizer,final,87.2,78.2,92.5,104,hospitalized veterans,severe,,104,104
622,94,Pfizer,final,83.4,74,89.4,14,hospitalized veterans,severe,,14,14
623,94,Moderna,final,91.6,83.5,95.7,14,hospitalized veterans,severe,,14,14
624,94,Pfizer,final,84.1,74.1,90.2,14,hospitalized veterans,severe,,14,14
625,94,Pfizer,final,89.3,80.1,94.3,14,hospitalized veterans,severe,,14,14
626,95,Pfizer,1,45.9,44.2,47.6,28,general pop,symptomatic,alpha,28,28
627,95,Pfizer,final,94.9,93.6,95.9,14,general pop,symptomatic,alpha,14,14
628,95,Pfizer,final,94.8,88.4,97.7,70,general pop,symptomatic,alpha,70,70
629,95,Pfizer,1,85.2,81.6,88.1,28,general pop,severe,alpha,28,28
630,95,Pfizer,final,97.7,90.8,99.4,38,general pop,severe,alpha,63,14
631,95,Pfizer,1,73.1,65,79.3,28,general pop,death,alpha,28,28
632,95,Pfizer,final,96.6,94.4,96.5,14,general pop,death,alpha,14,14
633,95,AZD1222 (AstraZeneca),1,45.1,43.3,46.7,28,general pop,symptomatic,alpha,28,28
634,95,AZD1222 (AstraZeneca),final,82.1,79.4,84.5,14,general pop,symptomatic,alpha,14,14
635,95,AZD1222 (AstraZeneca),final,82.4,79.6,84.7,38,general pop,symptomatic,alpha,63,14
636,95,AZD1222 (AstraZeneca),final,76.2,49.8,88.7,70,general pop,symptomatic,alpha,70,70
637,95,AZD1222 (AstraZeneca),1,82.5,78.7,85.7,28,general pop,severe,alpha,28,28
638,95,AZD1222 (AstraZeneca),final,95.1,86.7,98.2,38,general pop,severe,alpha,63,14
639,95,AZD1222 (AstraZeneca),final,100.0,,,70,general pop,severe,alpha,70,70
640,95,AZD1222 (AstraZeneca),1,79.1,68.8,86.0,28,general pop,death,alpha,28,28
641,95,AZD1222 (AstraZeneca),final,100.0,,,14,general pop,death,alpha,14,14
642,95,Moderna,1,58.1,11.7,80.1,28,general pop,symptomatic,alpha,28,28
643,95,Pfizer,1,51.2,50.7,51.7,28,general pop,symptomatic,delta,28,28
644,95,Pfizer,final,83.3,83.1,83.5,14,general pop,symptomatic,delta,14,14
645,95,Pfizer,final,89.8,89.6,90.0,41,general pop,symptomatic,delta,69,14
646,95,Pfizer,final,69.7,68.7,70.5,140,general pop,symptomatic,delta,140,140
647,95,Pfizer,1,91.1,89.7,92.3,28,general pop,severe,delta,28,28
648,95,Pfizer,final,96.6,96.2,96.9,14,general pop,severe,delta,14,14
649,95,Pfizer,final,98.4,97.9,98.8,41,general pop,severe,delta,69,14
650,95,Pfizer,final,92.7,90.3,94.6,140,general pop,severe,delta,140,140
651,95,Pfizer,1,88.6,78.8,93.9,28,general pop,death,delta,28,28
652,95,Pfizer,final,95.6,94.4,96.6,14,general pop,death,delta,14,14
653,95,Pfizer,final,98.2,95.9,99.2,41,general pop,death,delta,69,14
654,95,Pfizer,final,90.4,85.1,93.8,140,general pop,death,delta,140,140
655,95,AZD1222 (AstraZeneca),1,45.1,43.4,46.7,28,general pop,symptomatic,delta,28,28
656,95,AZD1222 (AstraZeneca),final,64.2,63.9,64.5,14,general pop,symptomatic,delta,14,14
657,95,AZD1222 (AstraZeneca),final,66.7,66.3,67.0,41,general pop,symptomatic,delta,69,14
658,95,AZD1222 (AstraZeneca),final,47.3,45,49.6,140,general pop,symptomatic,delta,140,140
