Study ID,first author,study design,publication date,primary series vaccine,booster vaccine,historyofCOVID ,reference group,timing_of_dose_days,outcome_detail,outcome_category,country,population_detail,population_category,VE,LCL,UCL,variant_sequenced,variant_context,max duration follow-up,notes,,,,
21,Spitzer,Prospective cohort,10Jan2022,BNT162b2 (Pfizer),Pfizer,excluded,complete vaccination with 2 doses of BNT162b2 (Pfizer) ≥1 month prior,7+,asymptomatic infection,asymptomatic,Israel,HCW,HCW,92.0,52.0,99.0,,delta,~4 weeks,,,,,
22,Waxman,Retrospective cohort,22Apr2022,BNT162b2 (Pfizer),Pfizer,excluded,complete vaccination with 2 doses of BNT162b2 (Pfizer) ≥5 months prior,7+,hospitalization,severe,Israel,≥ 16 years,general pop,89.0,87.0,91.0,,delta,~15.5 weeks,,,,,
23,Jara,Prospective cohort,23Apr2022,CoronaVac (Sinovac),Coronavac (Sinovac),excluded,unvaccinated individuals,14+,infection,infection,Chile,≥ 16 years,general pop,78.8,76.8,80.6,,delta,~11 weeks,,,,,
23,Jara,Prospective cohort,23Apr2022,CoronaVac (Sinovac),Coronavac (Sinovac),excluded,unvaccinated individuals,14+,hospitalization,severe,Chile,≥ 16 years,general pop,86.3,83.7,88.5,,delta,~11 weeks,,,,,
23,Jara,Prospective cohort,23Apr2022,CoronaVac (Sinovac),Coronavac (Sinovac),excluded,unvaccinated individuals,14+,ICU admission,severe,Chile,≥ 16 years,general pop,92.2,88.7,94.6,,delta,~11 weeks,,,,,
23,Jara,Prospective cohort,23Apr2022,CoronaVac (Sinovac),Coronavac (Sinovac),excluded,unvaccinated individuals,14+,death,death,Chile,≥ 16 years,general pop,86.7,80.5,91.0,,delta,~11 weeks,,,,,
23,Jara,Prospective cohort,23Apr2022,CoronaVac (Sinovac),Pfizer,excluded,unvaccinated individuals,14+,infection,infection,Chile,≥ 16 years,general pop,96.3,96.1,96.5,,delta,~11 weeks,,,,,
23,Jara,Prospective cohort,23Apr2022,CoronaVac (Sinovac),Pfizer,excluded,unvaccinated individuals,14+,hospitalization,severe,Chile,≥ 16 years,general pop,96.1,95.3,96.9,,delta,~11 weeks,,,,,
23,Jara,Prospective cohort,23Apr2022,CoronaVac (Sinovac),Pfizer,excluded,unvaccinated individuals,14+,ICU admission,severe,Chile,≥ 16 years,general pop,96.2,94.6,97.3,,delta,~11 weeks,,,,,
23,Jara,Prospective cohort,23Apr2022,CoronaVac (Sinovac),Pfizer,excluded,unvaccinated individuals,14+,death,death,Chile,≥ 16 years,general pop,96.8,93.9,98.3,,delta,~11 weeks,,,,,
23,Jara,Prospective cohort,23Apr2022,CoronaVac (Sinovac),AZD1222 (AstraZeneca),excluded,unvaccinated individuals,14+,infection,infection,Chile,≥ 16 years,general pop,93.2,92.9,93.6,,delta,~11 weeks,,,,,
23,Jara,Prospective cohort,23Apr2022,CoronaVac (Sinovac),AZD1222 (AstraZeneca),excluded,unvaccinated individuals,14+,hospitalization,severe,Chile,≥ 16 years,general pop,97.7,97.3,98.0,,delta,~11 weeks,,,,,
23,Jara,Prospective cohort,23Apr2022,CoronaVac (Sinovac),AZD1222 (AstraZeneca),excluded,unvaccinated individuals,14+,ICU admission,severe,Chile,≥ 16 years,general pop,98.9,98.5,99.2,,delta,~11 weeks,,,,,
23,Jara,Prospective cohort,23Apr2022,CoronaVac (Sinovac),AZD1222 (AstraZeneca),excluded,unvaccinated individuals,14+,death,death,Chile,≥ 16 years,general pop,98.1,97.3,98.6,,delta,~11 weeks,,,,,
24,Young-Xu,Matched test-negative case control,03Aug2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Pfizer,excluded,unvaccinated individuals,14+,infection,infection,USA,veterans,veterans,64.0,63.0,65.0,omicron,omicron,~20 weeks,,,,,
24,Young-Xu,Matched test-negative case control,03Aug2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Pfizer,excluded,unvaccinated individuals,14+,hospitalization,severe,USA,veterans,veterans,89.0,88.0,91.0,omicron,omicron,~20 weeks,,,,,
24,Young-Xu,Matched test-negative case control,03Aug2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Pfizer,excluded,unvaccinated individuals,14+,death,death,USA,veterans,veterans,94.0,90.0,96.0,omicron,omicron,~20 weeks,,,,,
24,Young-Xu,Matched test-negative case control,03Aug2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Pfizer,excluded,unvaccinated individuals,14+,infection,infection,USA,veterans,veterans,90.0,88.0,92.0,delta,delta,~20 weeks,,,,,
24,Young-Xu,Matched test-negative case control,03Aug2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Pfizer,excluded,unvaccinated individuals,14+,hospitalization,severe,USA,veterans,veterans,94.0,90.0,96.0,delta,delta,~20 weeks,,,,,
24,Young-Xu,Matched test-negative case control,03Aug2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Pfizer,excluded,unvaccinated individuals,14+,death,death,USA,veterans,veterans,96.0,87.0,99.0,delta,delta,~20 weeks,,,,,
25,Tartof,Test-negative case-control,22Apr2022,BNT162b2 (Pfizer),Pfizer,included,unvaccinated individuals,14+,ED visit,symptomatic,USA,hospital admissions,general pop,75.0,70.0,79.0,omicron,omicron,~23 weeks,,,,,
25,Tartof,Test-negative case-control,22Apr2022,BNT162b2 (Pfizer),Pfizer,included,unvaccinated individuals,14 to <3 m,ED visit,symptomatic,USA,hospital admissions,general pop,77.0,72.0,81.0,omicron,omicron,~23 weeks,,,,,
25,Tartof,Test-negative case-control,22Apr2022,BNT162b2 (Pfizer),Pfizer,included,unvaccinated individuals,3+ m,ED visit,symptomatic,USA,hospital admissions,general pop,53.0,36.0,66.0,omicron,omicron,~23 weeks,,,,,
25,Tartof,Test-negative case-control,22Apr2022,BNT162b2 (Pfizer),Pfizer,included,unvaccinated individuals,14+,hospitalization,severe,USA,hospital admissions,general pop,82.0,77.0,87.0,omicron,omicron,~23 weeks,,,,,
25,Tartof,Test-negative case-control,22Apr2022,BNT162b2 (Pfizer),Pfizer,included,unvaccinated individuals,14 to <3 m,hospitalization,severe,USA,hospital admissions,general pop,85.0,80.0,89.0,omicron,omicron,~23 weeks,,,,,
25,Tartof,Test-negative case-control,22Apr2022,BNT162b2 (Pfizer),Pfizer,included,unvaccinated individuals,3+ m,hospitalization,severe,USA,hospital admissions,general pop,55.0,28.0,71.0,omicron,omicron,~23 weeks,,,,,
25,Tartof,Test-negative case-control,22Apr2022,BNT162b2 (Pfizer),Pfizer,included,unvaccinated individuals,14+,ED visit,symptomatic,USA,hospital admissions,general pop,83.0,79.0,86.0,delta,delta,~23 weeks,,,,,
25,Tartof,Test-negative case-control,22Apr2022,BNT162b2 (Pfizer),Pfizer,included,unvaccinated individuals,14 to <3 m,ED visit,symptomatic,USA,hospital admissions,general pop,84.0,80.0,87.0,delta,delta,~23 weeks,,,,,
25,Tartof,Test-negative case-control,22Apr2022,BNT162b2 (Pfizer),Pfizer,included,unvaccinated individuals,3+ m,ED visit,symptomatic,USA,hospital admissions,general pop,72.0,58.0,82.0,delta,delta,~23 weeks,,,,,
25,Tartof,Test-negative case-control,22Apr2022,BNT162b2 (Pfizer),Pfizer,included,unvaccinated individuals,14+,hospitalization,severe,USA,hospital admissions,general pop,87.0,81.0,92.0,delta,delta,~23 weeks,,,,,
25,Tartof,Test-negative case-control,22Apr2022,BNT162b2 (Pfizer),Pfizer,included,unvaccinated individuals,14 to <3 m,hospitalization,severe,USA,hospital admissions,general pop,89.0,83.0,93.0,delta,delta,~23 weeks,,,,,
25,Tartof,Test-negative case-control,22Apr2022,BNT162b2 (Pfizer),Pfizer,included,unvaccinated individuals,3+ m,hospitalization,severe,USA,hospital admissions,general pop,71.0,40.0,86.0,delta,delta,~23 weeks,,,,,
26,Thompson,Test-negative case-control,21Jan2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Pfizer,excluded,unvaccinated individuals,14+,ED or UC visit,symptomatic,USA,ED encounters and hospital admissions,ED encounters and hospital admissions,94.0,93.0,95.0,omicron,omicron,~18 weeks,,,,,
26,Thompson,Test-negative case-control,21Jan2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Pfizer,excluded,unvaccinated individuals,14+,hospitalization,severe,USA,ED encounters and hospital admissions,ED encounters and hospital admissions,90.0,80.0,94.0,omicron,omicron,~18 weeks,,,,,
26,Thompson,Test-negative case-control,21Jan2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Pfizer,excluded,unvaccinated individuals,14+,ED or UC visit,symptomatic,USA,ED encounters and hospital admissions,ED encounters and hospital admissions,94.0,93.0,94.0,delta,delta,~18 weeks,,,,,
26,Thompson,Test-negative case-control,21Jan2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Pfizer,excluded,unvaccinated individuals,14+,hospitalization,severe,USA,ED encounters and hospital admissions,ED encounters and hospital admissions,94.0,93.0,95.0,delta,delta,~18 weeks,,,,,
27,Abu-Raddad,Matched retrospective cohort,12May2022,BNT162b2 (Pfizer),Pfizer,excluded,complete vaccination ≥6-8 months prior,7+,symptomatic disease,symptomatic,Qatar,≥ 18 years,general pop,49.4,47.1,51.6,omicron,omicron,~10 weeks,,,,,
27,Abu-Raddad,Matched retrospective cohort,12May2022,BNT162b2 (Pfizer),Pfizer,excluded,complete vaccination ≥6-8 months prior,14+,symptomatic disease,symptomatic,Qatar,≥ 18 years,general pop,49.9,47.6,52.2,omicron,omicron,~10 weeks,,,,,
27,Abu-Raddad,Matched retrospective cohort,12May2022,BNT162b2 (Pfizer),Pfizer,excluded,complete vaccination ≥6-8 months prior,7+,"severe, critical, or fatal disease",severe,Qatar,≥ 18 years,general pop,76.5,55.9,87.5,omicron,omicron,~10 weeks,,,,,
27,Abu-Raddad,Matched retrospective cohort,12May2022,BNT162b2 (Pfizer),Pfizer,excluded,complete vaccination ≤8 months prior,7+,symptomatic disease,symptomatic,Qatar,≥ 18 years,general pop,38.0,28.8,46.0,omicron,omicron,~10 weeks,,,,,
27,Abu-Raddad,Matched retrospective cohort,12May2022,BNT162b2 (Pfizer),Pfizer,excluded,complete vaccination >8 months prior,7+,symptomatic disease,symptomatic,Qatar,≥ 18 years,general pop,50.5,48.2,52.8,omicron,omicron,~10 weeks,,,,,
27,Abu-Raddad,Matched retrospective cohort,12May2022,mRNA-1273 (Moderna),Moderna,excluded,complete vaccination ≥6-8 months prior,7+,symptomatic disease,symptomatic,Qatar,≥ 18 years,general pop,47.3,40.7,53.3,omicron,omicron,~10 weeks,,,,,
27,Abu-Raddad,Matched retrospective cohort,12May2022,mRNA-1273 (Moderna),Moderna,excluded,complete vaccination ≥6-8 months prior,14+,symptomatic disease,symptomatic,Qatar,≥ 18 years,general pop,52.0,45.1,57.9,omicron,omicron,~10 weeks,,,,,
27,Abu-Raddad,Matched retrospective cohort,12May2022,mRNA-1273 (Moderna),Moderna,excluded,complete vaccination ≤8 months prior,7+,symptomatic disease,symptomatic,Qatar,≥ 18 years,general pop,41.5,32.3,49.5,omicron,omicron,~10 weeks,,,,,
27,Abu-Raddad,Matched retrospective cohort,12May2022,mRNA-1273 (Moderna),Moderna,excluded,complete vaccination >8 months prior,7+,symptomatic disease,symptomatic,Qatar,≥ 18 years,general pop,56.8,47.0,64.8,omicron,omicron,~10 weeks,,,,,
27,Abu-Raddad,Matched retrospective cohort,12May2022,BNT162b2 (Pfizer),Pfizer,excluded,complete vaccination with 2 doses of BNT162b2 (Pfizer) ≥6-8 months prior,7+,symptomatic disease,symptomatic,Qatar,≥ 18 years,general pop,86.1,67.3,94.1,delta,delta,~10 weeks,,,,,
28,Spensley,Prospective cohort,26Jan2022,BNT162b2 (Pfizer),Pfizer,included,unvaccinated individuals,14+,infection,infection,UK,end stage kidney disease patients,end stage kidney disease patients,66.0,36.0,81.0,omicron,omicron,~15 weeks,,,,,
28,Spensley,Prospective cohort,26Jan2022,AZD1222 (AstraZeneca),Pfizer,included,unvaccinated individuals,14+,infection,infection,UK,end stage kidney disease patients,end stage kidney disease patients,47.0,2.0,70.0,omicron,omicron,~15 weeks,,,,,
29,Tenforde,Test-negative case-control,28Jan2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Pfizer,included,unvaccinated individuals,7+,hospitalization,severe,USA,immunocompromised hospitalized adults,immunocompromised hospitalized adults,88.0,81.0,93.0,,delta,~16 weeks,,,,,
29,Tenforde,Test-negative case-control,28Jan2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Pfizer,included,unvaccinated individuals,7+,hospitalization,severe,USA,hospitalized adults,general pop,97.0,95.0,99.0,,delta,~10 weeks,,,,,
30,McConeghy,Nested target trial emulation,07Dec2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Pfizer,excluded,complete vaccination with 2 doses of primary mRNA series ≥6 months prior,7+,infection,infection,USA,nursing home residents,LTCF residents,37.7,25.4,44.2,,delta & omicron,~10 weeks,,,,,
30,McConeghy,Nested target trial emulation,07Dec2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Pfizer,excluded,complete vaccination with 2 doses of primary mRNA series ≥6 months prior,7+,hospitalization,severe,USA,nursing home residents,LTCF residents,74.4,44.6,86.2,,delta & omicron,~10 weeks,,,,,
30,McConeghy,Nested target trial emulation,07Dec2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Pfizer,excluded,complete vaccination with 2 doses of primary mRNA series ≥6 months prior,7+,death,death,USA,nursing home residents,LTCF residents,87.9,75.9,93.9,,delta & omicron,~10 weeks,,,,,
30,McConeghy,Nested target trial emulation,07Dec2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Pfizer,excluded,complete vaccination with 2 doses of primary mRNA series ≥6 months prior,7+,hospitalization or death,severe,USA,nursing home residents,LTCF residents,80.3,65.7,88.5,,delta & omicron,~10 weeks,,,,,
30,McConeghy,Nested target trial emulation,07Dec2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Pfizer,excluded,complete vaccination with 2 doses of primary mRNA series ≥6 months prior,7+,infection,infection,USA,residents of Veterans Affairs community living centers,residents of Veterans Affairs community living centers,57.7,43.5,67.8,,delta & omicron,~10 weeks,,,,,
30,McConeghy,Nested target trial emulation,07Dec2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Pfizer,excluded,complete vaccination with 2 doses of primary mRNA series ≥6 months prior,7+,hospitalization,severe,USA,residents of Veterans Affairs community living centers,residents of Veterans Affairs community living centers,64.1,41.3,76.0,,delta & omicron,~10 weeks,,,,,
30,McConeghy,Nested target trial emulation,07Dec2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Pfizer,excluded,complete vaccination with 2 doses of primary mRNA series ≥6 months prior,7+,death,death,USA,residents of Veterans Affairs community living centers,residents of Veterans Affairs community living centers,46.6,-34.6,94.8,,delta & omicron,~10 weeks,,,,,
30,McConeghy,Nested target trial emulation,07Dec2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Pfizer,excluded,complete vaccination with 2 doses of primary mRNA series ≥6 months prior,7+,hospitalization or death,severe,USA,residents of Veterans Affairs community living centers,residents of Veterans Affairs community living centers,63.8,41.4,76.1,,delta & omicron,~10 weeks,,,,,
31,Willet,Test-negative case-control,26Jan2022,BNT162b2 (Pfizer),Pfizer,included,unvaccinated individuals,14+,infection,infection,Scotland,≥ 18 years,general pop,43.2,38.1,47.8,omicron,omicron,~11 weeks,,,,,
31,Willet,Test-negative case-control,26Jan2022,mRNA-1273 (Moderna),Moderna,included,unvaccinated individuals,14+,infection,infection,Scotland,≥ 18 years,general pop,46.3,41.3,51.0,omicron,omicron,~11 weeks,,,,,
31,Willet,Test-negative case-control,26Jan2022,BNT162b2 (Pfizer),Pfizer,included,unvaccinated individuals,14+,infection,infection,Scotland,≥ 18 years,general pop,85.9,84.2,87.4,delta,delta,~11 weeks,,,,,
31,Willet,Test-negative case-control,26Jan2022,mRNA-1273 (Moderna),Moderna,included,unvaccinated individuals,14+,infection,infection,Scotland,≥ 18 years,general pop,86.5,84.8,88.0,delta,delta,~11 weeks,,,,,
32,Lytras,Retrospective cohort,14Jun2022,BNT162b2 (Pfizer),Pfizer,included,unvaccinated individuals,14+,intubation,severe,Greece,15-79 years,15-79 years,98.2,97.2,98.9,,"non-VOC, alpha, & delta",~12 weeks,,,,,
32,Lytras,Retrospective cohort,14Jun2022,BNT162b2 (Pfizer),Pfizer,included,unvaccinated individuals,14+,intubation,severe,Greece,≥ 80 years,≥ 80 years,97.5,95.5,98.6,,"non-VOC, alpha, & delta",~12 weeks,,,,,
32,Lytras,Retrospective cohort,14Jun2022,BNT162b2 (Pfizer),Pfizer,included,unvaccinated individuals,14+,death,death,Greece,15-79 years,15-79 years,98.3,96.9,99.1,,"non-VOC, alpha, & delta",~12 weeks,,,,,
32,Lytras,Retrospective cohort,14Jun2022,BNT162b2 (Pfizer),Pfizer,included,unvaccinated individuals,14+,death,death,Greece,≥ 80 years,≥ 80 years,98.4,97.4,99.0,,"non-VOC, alpha, & delta",~12 weeks,,,,,
33,Roberts,Test-negative case-control,31Jan2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Pfizer,included,complete vaccination with 2 doses of primary mRNA series ≥6 months prior,14+,infection,infection,USA,≥ 18 years,general pop,87.3,85.0,89.2,,"non-VOC, alpha, & delta",~20 weeks,,,,,
33,Roberts,Test-negative case-control,31Jan2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Pfizer,included,complete vaccination with 2 doses of primary mRNA series ≥6 months prior,14+,severe disease,severe,USA,≥ 18 years,general pop,94.0,89.5,96.6,,"non-VOC, alpha, & delta",~20 weeks,,,,,
34,Bar-On,Prospective cohort,01Feb2022,BNT162b2 (Pfizer),Pfizer,excluded,complete vaccination with 3 doses ≥4 months prior,12+,infection,infection,Israel,≥ 60 years,≥ 60 years,50.0,50.0,53.0,,omicron,2 weeks,,,,,
34,Bar-On,Prospective cohort,01Feb2022,BNT162b2 (Pfizer),Pfizer,excluded,complete vaccination with 3 doses ≥4 months prior,12+,severe disease,severe,Israel,≥ 60 years,≥ 60 years,77.0,59.0,87.0,,omicron,2 weeks,,,,,
35,Sritipsukho,Test-negative case-control,03Feb2022,CoronaVac (Sinovac),AZD1222 (AstraZeneca),excluded,unvaccinated individuals,7+,infection,infection,Thailand,≥ 18 years,general pop,86.0,74.0,93.0,,delta,~6 weeks,,,,,
35,Sritipsukho,Test-negative case-control,03Feb2022,CoronaVac (Sinovac),Pfizer,excluded,unvaccinated individuals,7+,infection,infection,Thailand,≥ 18 years,general pop,98.0,87.0,100.0,,delta,~8 weeks,,,,,
36,Lauring,Test-negative case-control,09Mar2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Pfizer,excluded,unvaccinated individuals,7+,hospitalization,severe,USA,≥ 18 years,general pop,86.0,77.0,91.0,omicron,omicron,~3 weeks,,,,,
36,Lauring,Test-negative case-control,09Mar2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Pfizer,excluded,unvaccinated individuals,7+,hospitalization,severe,USA,≥ 18 years,general pop,94.0,92.0,95.0,delta,delta,~25 weeks,,,,,
36,Lauring,Test-negative case-control,09Mar2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Pfizer,excluded,unvaccinated individuals,7+,hospitalization,severe,USA,immunocompromised,immunocompromised,87.0,78.0,92.0,delta,delta,~25 weeks,,,,,
37,Chemaitelly,Test-negative case-control,13Mar2022,BNT162b2 (Pfizer),Pfizer,included,unvaccinated individuals,<1 month,symptomatic disease,symptomatic,Qatar,≥ 18 years,general pop,59.9,51.2,67.0,omicron BA.1,omicron BA.1,~19 weeks,,,,,
37,Chemaitelly,Test-negative case-control,13Mar2022,BNT162b2 (Pfizer),Pfizer,included,unvaccinated individuals,≥1 month,symptomatic disease,symptomatic,Qatar,≥ 18 years,general pop,40.5,30.8,48.8,omicron BA.1,omicron BA.1,~19 weeks,,,,,
37,Chemaitelly,Test-negative case-control,13Mar2022,mRNA-1273 (Moderna),Moderna,included,unvaccinated individuals,<1 month,symptomatic disease,symptomatic,Qatar,≥ 18 years,general pop,51.5,32.3,65.2,omicron BA.1,omicron BA.1,~19 weeks,,,,,
37,Chemaitelly,Test-negative case-control,13Mar2022,mRNA-1273 (Moderna),Moderna,included,unvaccinated individuals,≥1 month,symptomatic disease,symptomatic,Qatar,≥ 18 years,general pop,45.3,17.8,63.5,omicron BA.1,omicron BA.1,~19 weeks,,,,,
37,Chemaitelly,Test-negative case-control,13Mar2022,BNT162b2 (Pfizer),Pfizer,included,unvaccinated individuals,<1 month,symptomatic disease,symptomatic,Qatar,≥ 18 years,general pop,43.7,36.5,50.0,omicron BA.2,omicron BA.2,~19 weeks,,,,,
37,Chemaitelly,Test-negative case-control,13Mar2022,BNT162b2 (Pfizer),Pfizer,included,unvaccinated individuals,≥1 month,symptomatic disease,symptomatic,Qatar,≥ 18 years,general pop,40.2,34.2,45.7,omicron BA.2,omicron BA.2,~19 weeks,,,,,
37,Chemaitelly,Test-negative case-control,13Mar2022,mRNA-1273 (Moderna),Moderna,included,unvaccinated individuals,<1 month,symptomatic disease,symptomatic,Qatar,≥ 18 years,general pop,39.4,24.8,51.2,omicron BA.2,omicron BA.2,~19 weeks,,,,,
37,Chemaitelly,Test-negative case-control,13Mar2022,mRNA-1273 (Moderna),Moderna,included,unvaccinated individuals,≥1 month,symptomatic disease,symptomatic,Qatar,≥ 18 years,general pop,41.9,23.4,56.0,omicron BA.2,omicron BA.2,~19 weeks,,,,,
