study ID,first author,vaccine,dose_number,dose,days_since_first_dose,outcome_detail,outcome_category,country,population_detail,population_category,VE,LCL,UCL,variant_sequenced,variant_context,max duration follow-up,dose interval,notes,
46,Pawlowski,Moderna,2,final,>14,infection ,infection,USA,general pop,general pop,92.3,82.4,97.3,,original & alpha,~17 weeks,,,
46,Pawlowski,Moderna,2,final,>14,hospitalization,severe,USA,general pop,general pop,90.6,76.5,97.1,,original & alpha,~17 weeks,,,
46,Pawlowski,Moderna,2,final,>14,ICU admission,severe,USA,general pop,general pop,100,17.9,100,,original & alpha,~17 weeks,,,
47,Saciuk,Pfizer,2,final,7+,infection ,infection,Israel ,general pop,general pop,93,92.6,93.4,,original & alpha,14 weeks,,,
47,Saciuk,Pfizer,2,final,7+,hospitalization,severe,Israel ,general pop,general pop,93.4,91.9,94.7,,original & alpha,14 weeks,,,
47,Saciuk,Pfizer,2,final,7+,death,death,Israel ,general pop,general pop,91.1,86.5,94.1,,original & alpha,14 weeks,,,
48,Baum,Pfizer,1,1,21+,infection ,infection,Finland,≥ 70 years,≥ 70 years,45,36,53,,original & alpha,,,,
48,Baum,Pfizer,2,final,7+,infection ,infection,Finland,≥ 70 years,≥ 70 years,75,65,82,,original & alpha,16 weeks,,,
48,Baum,Pfizer,1,1,21+,hospitalization,severe,Finland,≥ 70 years,≥ 70 years,63,49,74,,original & alpha,,,,
48,Baum,Pfizer,2,final,7+,hospitalization,severe,Finland,≥ 70 years,≥ 70 years,93,70,98,,original & alpha,16 weeks,,,
48,Baum,Pfizer,1,1,21+,infection ,infection,Finland,chronically ill,chronically ill,40,26,51,,original & alpha,,,,
48,Baum,Pfizer,2,final,7+,infection ,infection,Finland,chronically ill,chronically ill,77,65,85,,original & alpha,16 weeks,,,
48,Baum,Pfizer,1,1,21+,hospitalization,severe,Finland,chronically ill,chronically ill,82,56,93,,original & alpha,,,,
48,Baum,Pfizer,2,final,7+,hospitalization,severe,Finland,chronically ill,chronically ill,90,29,99,,original & alpha,16 weeks,,,
48,Baum,AZD1222 (AstraZeneca),1,1,21+,infection ,infection,Finland,chronically ill,chronically ill,42,32,50,,original & alpha,,,,
48,Baum,AZD1222 (AstraZeneca),1,1,21+,hospitalization,severe,Finland,chronically ill,chronically ill,62,42,75,,original & alpha,,,,
49,Nasreen,Pfizer,1,1,14+,symptomatic disease,symptomatic,Canada,general pop,general pop,63,56,68,non-VOC,non-VOC,,,,
49,Nasreen,Pfizer,2,final,14+,symptomatic disease,symptomatic,Canada,general pop,general pop,92,87,95,non-VOC,non-VOC,18 weeks,,,
49,Nasreen,Pfizer,1,1,14+,hospitalization or death,severe,Canada,general pop,general pop,77,67,84,non-VOC,non-VOC,,,,
49,Nasreen,Pfizer,2,final,14+,hospitalization or death,severe,Canada,general pop,general pop,97,88,99,non-VOC,non-VOC,18 weeks,,,
49,Nasreen,Moderna,1,1,14+,symptomatic disease,symptomatic,Canada,general pop,general pop,63,47,74,non-VOC,non-VOC,,,,
49,Nasreen,Moderna,2,final,14+,symptomatic disease,symptomatic,Canada,general pop,general pop,98,83,100,non-VOC,non-VOC,18 weeks,,,
49,Nasreen,Moderna,1,1,14+,hospitalization or death,severe,Canada,general pop,general pop,66,43,80,non-VOC,non-VOC,,,,
49,Nasreen,Moderna,2,final,14+,hospitalization or death,severe,Canada,general pop,general pop,100,,,non-VOC,non-VOC,18 weeks,,,
49,Nasreen,AZD1222 (AstraZeneca),1,1,14+,symptomatic disease,symptomatic,Canada,general pop,general pop,67,44,81,non-VOC,non-VOC,,,,
49,Nasreen,AZD1222 (AstraZeneca),2,final,14+,symptomatic disease,symptomatic,Canada,general pop,general pop,100,,,non-VOC,non-VOC,~3 weeks,,,
49,Nasreen,AZD1222 (AstraZeneca),1,1,14+,hospitalization or death,severe,Canada,general pop,general pop,92,45,99,non-VOC,non-VOC,,,,
49,Nasreen,AZD1222 (AstraZeneca),2,final,14+,hospitalization or death,severe,Canada,general pop,general pop,100,,,non-VOC,non-VOC,~3 weeks,,,
49,Nasreen,Pfizer,1,1,14+,symptomatic disease,symptomatic,Canada,general pop,general pop,67,65,68,alpha,alpha,,,,
49,Nasreen,Pfizer,2,final,14+,symptomatic disease,symptomatic,Canada,general pop,general pop,88,86,90,alpha,alpha,~28 weeks,,,
49,Nasreen,Pfizer,1,1,14+,hospitalization or death,severe,Canada,general pop,general pop,82,81,84,alpha,alpha,,,,
49,Nasreen,Pfizer,2,final,14+,hospitalization or death,severe,Canada,general pop,general pop,96,94,97,alpha,alpha,~28 weeks,,,
49,Nasreen,Moderna,1,1,14+,symptomatic disease,symptomatic,Canada,general pop,general pop,82,80,84,alpha,alpha,,,,
49,Nasreen,Moderna,2,final,14+,symptomatic disease,symptomatic,Canada,general pop,general pop,92,87,95,alpha,alpha,~25 weeks,,,
49,Nasreen,Moderna,1,1,14+,hospitalization or death,severe,Canada,general pop,general pop,80,76,84,alpha,alpha,,,,
49,Nasreen,Moderna,2,final,14+,hospitalization or death,severe,Canada,general pop,general pop,95,92,97,alpha,alpha,~25 weeks,,,
49,Nasreen,AZD1222 (AstraZeneca),1,1,14+,symptomatic disease,symptomatic,Canada,general pop,general pop,63,59,66,alpha,alpha,,,,
49,Nasreen,AZD1222 (AstraZeneca),2,final,14+,symptomatic disease,symptomatic,Canada,general pop,general pop,87,47,97,alpha,alpha,~3 weeks,,,
49,Nasreen,AZD1222 (AstraZeneca),1,1,14+,hospitalization or death,severe,Canada,general pop,general pop,87,83,90,alpha,alpha,,,,
49,Nasreen,AZD1222 (AstraZeneca),2,final,14+,hospitalization or death,severe,Canada,general pop,general pop,92,41,99,alpha,alpha,~3 weeks,,,
49,Nasreen,Pfizer,1,1,14+,symptomatic disease,symptomatic,Canada,general pop,general pop,50,15,70,beta,beta,,,,
49,Nasreen,Pfizer,2,final,14+,symptomatic disease,symptomatic,Canada,general pop,general pop,86,0,98,beta,beta,~28 weeks,,,
49,Nasreen,Pfizer,1,1,14+,hospitalization or death,severe,Canada,general pop,general pop,64,31,82,beta,beta,,,,
49,Nasreen,Pfizer,2,final,14+,hospitalization or death,severe,Canada,general pop,general pop,92,39,99,beta,beta,~28 weeks,,,
49,Nasreen,Moderna,2,final,14+,symptomatic disease,symptomatic,Canada,general pop,general pop,100,,,beta,beta,~25 weeks,,,
49,Nasreen,Moderna,1,1,14+,hospitalization or death,severe,Canada,general pop,general pop,59,-77,90,beta,beta,,,,
49,Nasreen,Moderna,2,final,14+,hospitalization or death,severe,Canada,general pop,general pop,100,,,beta,beta,~25 weeks,,,
49,Nasreen,AZD1222 (AstraZeneca),1,1,14+,symptomatic disease,symptomatic,Canada,general pop,general pop,84,-13,98,beta,beta,,,,
49,Nasreen,AZD1222 (AstraZeneca),2,final,14+,symptomatic disease,symptomatic,Canada,general pop,general pop,100,,,beta,beta,~3 weeks,,,
49,Nasreen,AZD1222 (AstraZeneca),1,1,14+,hospitalization or death,severe,Canada,general pop,general pop,61,-64,91,beta,beta,,,,
49,Nasreen,Pfizer,1,1,14+,symptomatic disease,symptomatic,Canada,general pop,general pop,63,54,70,gamma,gamma,,,,
49,Nasreen,Pfizer,2,final,14+,symptomatic disease,symptomatic,Canada,general pop,general pop,90,76,96,gamma,gamma,~28 weeks,,,
49,Nasreen,Pfizer,1,1,14+,hospitalization or death,severe,Canada,general pop,general pop,80,70,87,gamma,gamma,,,,
49,Nasreen,Pfizer,2,final,14+,hospitalization or death,severe,Canada,general pop,general pop,94,59,99,gamma,gamma,~28 weeks,,,
49,Nasreen,Moderna,1,1,14+,symptomatic disease,symptomatic,Canada,general pop,general pop,89,76,95,gamma,gamma,,,,
49,Nasreen,Moderna,2,final,14+,symptomatic disease,symptomatic,Canada,general pop,general pop,100,,,gamma,gamma,~25 weeks,,,
49,Nasreen,Moderna,1,1,14+,hospitalization or death,severe,Canada,general pop,general pop,88,63,96,gamma,gamma,,,,
49,Nasreen,Moderna,2,final,14+,hospitalization or death,severe,Canada,general pop,general pop,100,,,gamma,gamma,~25 weeks,,,
49,Nasreen,AZD1222 (AstraZeneca),1,1,14+,symptomatic disease,symptomatic,Canada,general pop,general pop,41,12,60,gamma,gamma,,,,
49,Nasreen,AZD1222 (AstraZeneca),2,final,14+,symptomatic disease,symptomatic,Canada,general pop,general pop,100,,,gamma,gamma,~3 weeks,,,
49,Nasreen,AZD1222 (AstraZeneca),1,1,14+,hospitalization or death,severe,Canada,general pop,general pop,76,40,90,gamma,gamma,,,,
49,Nasreen,AZD1222 (AstraZeneca),2,final,14+,hospitalization or death,severe,Canada,general pop,general pop,100,,,gamma,gamma,~3 weeks,,,
49,Nasreen,Pfizer,1,1,14+,symptomatic disease,symptomatic,Canada,general pop,general pop,57,53,61,delta,delta,,,,
49,Nasreen,Pfizer,2,final,14+,symptomatic disease,symptomatic,Canada,general pop,general pop,92,89,94,delta,delta,~28 weeks,,,
49,Nasreen,Pfizer,1,1,14+,hospitalization or death,severe,Canada,general pop,general pop,81,76,85,delta,delta,,,,
49,Nasreen,Pfizer,2,final,14+,hospitalization or death,severe,Canada,general pop,general pop,98,96,99,delta,delta,~28 weeks,,,
49,Nasreen,Moderna,1,1,14+,symptomatic disease,symptomatic,Canada,general pop,general pop,70,64,76,delta,delta,,,,
49,Nasreen,Moderna,2,final,14+,symptomatic disease,symptomatic,Canada,general pop,general pop,94,90,97,delta,delta,~25 weeks,,,
49,Nasreen,Moderna,1,1,14+,hospitalization or death,severe,Canada,general pop,general pop,90,82,94,delta,delta,,,,
49,Nasreen,Moderna,2,final,14+,hospitalization or death,severe,Canada,general pop,general pop,98,93,100,delta,delta,~25 weeks,,,
49,Nasreen,AZD1222 (AstraZeneca),1,1,14+,symptomatic disease,symptomatic,Canada,general pop,general pop,68,57,76,delta,delta,,,,
49,Nasreen,AZD1222 (AstraZeneca),2,final,14+,symptomatic disease,symptomatic,Canada,general pop,general pop,88,68,96,delta,delta,~ 3 weeks,,,
49,Nasreen,AZD1222 (AstraZeneca),1,1,14+,hospitalization or death,severe,Canada,general pop,general pop,91,82,96,delta,delta,,,,
49,Nasreen,AZD1222 (AstraZeneca),2,final,14+,hospitalization or death,severe,Canada,general pop,general pop,90,67,97,delta,delta,~3 weeks,,,
50,Jara,CoronaVac (Sinovac),1,1,14+,infection ,infection,Chile,general pop,general pop,15.5,14.2,16.8,,alpha & gamma,,,,
50,Jara,CoronaVac (Sinovac),2,final,14+,infection ,infection,Chile,general pop,general pop,65.9,65.2,66.6,,alpha & gamma,8 weeks,,,
50,Jara,CoronaVac (Sinovac),1,1,14+,hospitalization,severe,Chile,general pop,general pop,37.4,34.9,39.9,,alpha & gamma,,,,
50,Jara,CoronaVac (Sinovac),2,final,14+,hospitalization,severe,Chile,general pop,general pop,87.5,86.7,88.2,,alpha & gamma,8 weeks,,,
50,Jara,CoronaVac (Sinovac),1,1,14+,ICU admission,severe,Chile,general pop,general pop,44.7,40.8,48.3,,alpha & gamma,,,,
50,Jara,CoronaVac (Sinovac),2,final,14+,ICU admission,severe,Chile,general pop,general pop,90.3,89.1,91.4,,alpha & gamma,8 weeks,,,
50,Jara,CoronaVac (Sinovac),1,1,14+,death,death,Chile,general pop,general pop,45.7,40.9,50.2,,alpha & gamma,,,,
50,Jara,CoronaVac (Sinovac),2,final,14+,death,death,Chile,general pop,general pop,86.3,84.5,87.9,,alpha & gamma,8 weeks,,,
51,Tenforde,Pfizer,1+,1+,28,hospitalization,severe,USA,hospital patients,general pop,75.4,60.4,84.7,,original & alpha,,,,
51,Tenforde,Pfizer,2,final,14+,hospitalization,severe,USA,hospital patients,general pop,86.6,79,91.4,,original & alpha,~2 weeks,,,
51,Tenforde,Pfizer,2,final,14+,hospitalization,severe,USA,hospital patients,general pop,84.7,74.1,91,,original & alpha,~2 weeks,,,
51,Tenforde,Moderna,2,final,14+,hospitalization,severe,USA,hospital patients,general pop,88.9,78.7,94,,original & alpha,~2 weeks,,,
51,Tenforde,Pfizer,2,final,14+,hospitalization,severe,USA,hospital patients,general pop,92.1,82.3,96.5,alpha,alpha,~2 weeks,,,
52,Chemaitelly,Moderna,1,1,14+,infection ,infection,Qatar,general pop,general pop,88.2,83.8,91.4,alpha,alpha,,,,
52,Chemaitelly,Moderna,2,final,14+,infection ,infection,Qatar,general pop,general pop,100,,,alpha,alpha,13 weeks,,,
52,Chemaitelly,Moderna,1,1,14+,infection ,infection,Qatar,general pop,general pop,68.2,64.3,71.7,beta,beta,,,,
52,Chemaitelly,Moderna,2,final,14+,infection ,infection,Qatar,general pop,general pop,96,90.9,98.2,beta,beta,13 weeks,,,
52,Chemaitelly,Moderna,1,1,14+,severe/fatal infection,severe,Qatar,general pop,general pop,83.7,74.1,89.7,,alpha & beta,,,,
52,Chemaitelly,Moderna,2,final,14+,severe/fatal infection,severe,Qatar,general pop,general pop,89.5,18.8,98.7,,alpha & beta,13 weeks,,,
52,Chemaitelly,Moderna,1,1,14+,symptomatic disease,symptomatic,Qatar,general pop,general pop,66,60.6,70.7,,alpha & beta,,,,
52,Chemaitelly,Moderna,2,final,14+,symptomatic disease,symptomatic,Qatar,general pop,general pop,98.6,92,100,,alpha & beta,13 weeks,,,
52,Chemaitelly,Moderna,1,1,14+,asymptomatic infection,asymptomatic,Qatar,general pop,general pop,47.3,37.6,55.5,,alpha & beta,,,,
52,Chemaitelly,Moderna,2,final,14+,asymptomatic infection,asymptomatic,Qatar,general pop,general pop,92.5,84.8,96.9,,alpha & beta,13 weeks,,,
52,Chemaitelly,Moderna,2,final,14+,infection ,infection,Qatar,general pop,general pop,100,82.5,100,alpha,alpha,13 weeks,,,
52,Chemaitelly,Moderna,2,final,14+,infection ,infection,Qatar,general pop,general pop,87.8,73.4,95.5,beta,beta,13 weeks,,,
53,Goldshtein,Pfizer,1+,1+,21,infection ,infection,Israel ,pregnant women,pregnant persons,54,33,69,,original & alpha,,,,
53,Goldshtein,Pfizer,1+,1+,28,infection ,infection,Israel ,pregnant women,pregnant persons,78,57,89,,original & alpha,,,,
54,Bertollini,Pfizer,2,final,14+,infection ,infection,Qatar,general pop,general pop,78,72,83,,"original, alpha & beta",~4 weeks,,,
55,John,Pfizer,1+,1+,28,infection ,infection,USA,patients with cirrhosis,patients with cirrhosis,64.8,10.9,86.1,,original & alpha,,,,
55,John,Pfizer,2,final,7+,infection ,infection,USA,patients with cirrhosis,patients with cirrhosis,78.6,25.5,93.8,,original & alpha,~10 weeks,,,
55,John,Pfizer,1+,1+,28,hospitalization,severe,USA,patients with cirrhosis,patients with cirrhosis,100,99.3,100,,original & alpha,,,,
55,John,Pfizer,2,final,7+,hospitalization,severe,USA,patients with cirrhosis,patients with cirrhosis,100,99,100,,original & alpha,~10 weeks,,,
55,John,Pfizer,1+,1+,28,death,death,USA,patients with cirrhosis,patients with cirrhosis,100,99.3,100,,original & alpha,,,,
55,John,Pfizer,2,final,7+,death,death,USA,patients with cirrhosis,patients with cirrhosis,100,99,100,,original & alpha,~10 weeks,,,
56,Whitaker,Pfizer,1,1,28-90,symptomatic disease,symptomatic,UK,16-64 years,16-64 years,64.1,50.1,74.1,,original & alpha,,,,
56,Whitaker,Pfizer,2,final,14+,symptomatic disease,symptomatic,UK,16-64 years,16-64 years,48.6,-61.5,83.7,,original & alpha,~20 weeks,,,
56,Whitaker,Pfizer,1,1,28-90,symptomatic disease,symptomatic,UK,≥ 65 years,≥ 65 years,57.7,49.7,64.3,,original & alpha,,,,
56,Whitaker,Pfizer,2,final,14+,symptomatic disease,symptomatic,UK,≥ 65 years,≥ 65 years,84.7,77.7,89.5,,original & alpha,~20 weeks,,,
56,Whitaker,Pfizer,1,1,28-90,symptomatic disease,symptomatic,UK,immunosuprressed,"immunocompromised, ≥ 16 years",24.3,-5.9,46,,alpha,,,,
56,Whitaker,Pfizer,2,final,14+,symptomatic disease,symptomatic,UK,immunosuprressed,"immunocompromised, ≥ 16 years",59.6,-35.5,86.3,,alpha,~8 weeks,,,
56,Whitaker,AZD1222 (AstraZeneca),1,1,28-90,symptomatic disease,symptomatic,UK,16-64 years,16-64 years,65.3,56.2,72.5,,alpha,,,,
56,Whitaker,AZD1222 (AstraZeneca),2,final,14+,symptomatic disease,symptomatic,UK,16-64 years,16-64 years,67.9,-1.1,89.8,,alpha,~8 weeks,,,
56,Whitaker,AZD1222 (AstraZeneca),1,1,28-90,symptomatic disease,symptomatic,UK,≥ 65 years,≥ 65 years,59.8,49.2,68.2,,alpha,,,,
56,Whitaker,AZD1222 (AstraZeneca),2,final,14+,symptomatic disease,symptomatic,UK,≥ 65 years,≥ 65 years,81.7,59.6,91.7,,alpha,~8 weeks,,,
56,Whitaker,AZD1222 (AstraZeneca),1,1,28-90,symptomatic disease,symptomatic,UK,immunosuprressed,"immunocompromised, ≥ 16 years",22.5,-15.2,47.9,,alpha,,,,
56,Whitaker,AZD1222 (AstraZeneca),2,final,14+,symptomatic disease,symptomatic,UK,immunosuprressed,"immunocompromised, ≥ 16 years",60,-63.6,90.2,,alpha,~8 weeks,,,
57,Prunas,Pfizer,1+,1+,17,infection ,infection,Israel ,HHC of cases,HHC of cases,62.7,61.5,63.8,,original & alpha,,,,
57,Prunas,Pfizer,2,final,10-90,infection ,infection,Israel ,HHC of cases,HHC of cases,89.4,88.7,90,,original & alpha,~11 weeks,,,
57,Prunas,Pfizer,2,final,90+,infection ,infection,Israel ,HHC of cases,HHC of cases,58.3,45.8,67.9,,original & alpha,~26.5 weeks,,,
57,Prunas,Pfizer,1+,1+,17,infection ,infection,Israel ,HHC of cases,HHC of cases,72.1,66.7,75.6,,delta,,,,
57,Prunas,Pfizer,2,final,10-90,infection ,infection,Israel ,HHC of cases,HHC of cases,72,65.9,77,,delta,~11 weeks,,,
57,Prunas,Pfizer,2,final,90+,infection ,infection,Israel ,HHC of cases,HHC of cases,40.2,37.6,42.6,,delta,~26.5 weeks,,,
58,Butt,Pfizer,2,final,14+,infection ,infection,Qatar,pregnant women,pregnant persons,87.7,43.5,97.3,,alpha & beta,~17 weeks,,,
58,Butt,Moderna,2,final,14+,infection ,infection,Qatar,pregnant women,pregnant persons,100,0,100,,alpha & beta,~17 weeks,,,
59,Balicer,Pfizer,1,1,14-20,infection ,infection,Israel ,pregnant women,pregnant persons,67,40,84,,original & alpha,,,,
59,Balicer,Pfizer,2,final,7-56,infection ,infection,Israel ,pregnant women,pregnant persons,96,89,100,,original & alpha,~18 weeks,,,
59,Balicer,Pfizer,1,1,21-27,infection ,infection,Israel ,pregnant women,pregnant persons,71,33,94,,original & alpha,,,,
59,Balicer,Pfizer,1,1,14-20,symptomatic disease,symptomatic,Israel ,pregnant women,pregnant persons,66,32,86,,original & alpha,,,,
59,Balicer,Pfizer,2,final,7-56,symptomatic disease,symptomatic,Israel ,pregnant women,pregnant persons,97,91,100,,original & alpha,~18 weeks,,,
59,Balicer,Pfizer,1,1,21-27,symptomatic disease,symptomatic,Israel ,pregnant women,pregnant persons,76,30,100,,original & alpha,,,,
59,Balicer,Pfizer,2,final,7-56,hospitalization,severe,Israel ,pregnant women,pregnant persons,89,43,100,,original & alpha,~18 weeks,,,
60,Layan,Pfizer,2,final,7+,infection ,infection,Israel ,HHC of cases,HHC of cases,79,56,92,,original & alpha,~12 weeks,,,
61,Butt,Pfizer,1,1,0+,infection ,infection,USA,general pop,general pop,85,84.2,85.8,,original & alpha,,,,
61,Butt,Pfizer,2,final,7+,infection ,infection,USA,general pop,general pop,97.1,96.6,97.5,,original & alpha,~6.5 weeks,,,
61,Butt,Pfizer,1,1,0+,infection ,infection,USA,general pop,general pop,84,82.7,85.1,,original & alpha,,,,
61,Butt,Pfizer,2,final,7+,infection ,infection,USA,general pop,general pop,96.2,95.5,96.9,,original & alpha,~6.5 weeks,,,
61,Butt,Moderna,1,1,0+,infection ,infection,USA,general pop,general pop,85.7,84.6,86.8,,original & alpha,,,,
61,Butt,Moderna,2,final,7+,infection ,infection,USA,general pop,general pop,98.2,97.5,98.6,,original & alpha,~6.5 weeks,,,
62,Lopez Bernal,Pfizer,1,1,21+,symptomatic disease,symptomatic,UK,general pop,general pop,47.5,41.6,52.8,alpha,alpha,,,,
62,Lopez Bernal,Pfizer,2,final,14+,symptomatic disease,symptomatic,UK,general pop,general pop,93.7,91.6,95.3,alpha,alpha,~17 weeks,,,
62,Lopez Bernal,AZD1222 (AstraZeneca),1,1,21+,symptomatic disease,symptomatic,UK,general pop,general pop,48.7,45.2,51.9,alpha,alpha,,,,
62,Lopez Bernal,AZD1222 (AstraZeneca),2,final,14+,symptomatic disease,symptomatic,UK,general pop,general pop,74.5,68.4,79.4,alpha,alpha,~17 weeks,,,
62,Lopez Bernal,Pfizer,1,1,21+,symptomatic disease,symptomatic,UK,general pop,general pop,35.6,22.7,46.4,delta,delta,,,,
62,Lopez Bernal,Pfizer,2,final,14+,symptomatic disease,symptomatic,UK,general pop,general pop,88,85.3,90.1,delta,delta,~17 weeks,,,
62,Lopez Bernal,AZD1222 (AstraZeneca),1,1,21+,symptomatic disease,symptomatic,UK,general pop,general pop,30,24.3,35.3,delta,delta,,,,
62,Lopez Bernal,AZD1222 (AstraZeneca),2,final,14+,symptomatic disease,symptomatic,UK,general pop,general pop,67,61.3,71.8,delta,delta,~17 weeks,,,
63,Kim,Pfizer,1+,1+,28,symptomatic disease,symptomatic,USA,general pop,general pop,75,55,87,,non-VOC & alpha,,,,
63,Kim,Pfizer,2,final,14+,symptomatic disease,symptomatic,USA,general pop,general pop,91,83,95,,non-VOC & alpha,~18.5 weeks,,,
64,Hitchings,AZD1222 (AstraZeneca),1,1,28+,symptomatic disease,symptomatic,Brazil,> 60 years,> 60 years,33.4,26.4,39.7,,gamma,,,,
64,Hitchings,AZD1222 (AstraZeneca),2,final,14+,symptomatic disease,symptomatic,Brazil,> 60 years,> 60 years,77.9,69.2,84.2,,gamma,~9.5 weeks,,,
64,Hitchings,AZD1222 (AstraZeneca),1,1,28+,hospitalization,severe,Brazil,> 60 years,> 60 years,55.1,46.6,62.2,,gamma,,,,
64,Hitchings,AZD1222 (AstraZeneca),2,final,14+,hospitalization,severe,Brazil,> 60 years,> 60 years,87.6,78.2,92.9,,gamma,~9.5 weeks,,,
64,Hitchings,AZD1222 (AstraZeneca),1,1,28+,death,death,Brazil,> 60 years,> 60 years,61.8,48.9,71.4,,gamma,,,,
64,Hitchings,AZD1222 (AstraZeneca),2,final,14+,death,death,Brazil,> 60 years,> 60 years,93.6,81.9,97.7,,gamma,~9.5 weeks,,,
65,Carazo,Pfizer,1,1,14+,infection ,infection,Canada,HCW,HCW,70.3,68.1,72.4,,non-VOC & alpha,,,,
65,Carazo,Pfizer,2,final,7+,infection ,infection,Canada,HCW,HCW,85.5,80.4,89.3,,non-VOC & alpha,~20 weeks,,,
